timestamp;buyer;seller;symbol;currency;price;quantity
32500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14036.0;4
32800;;;ASH_COATED_OSMIUM;XIRECS;9965.0;4
33300;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14037.0;7
33400;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14041.0;9
34000;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9980.0;7
34100;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9982.0;7
34400;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14041.0;3
34500;;;ASH_COATED_OSMIUM;XIRECS;9967.0;8
35700;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14039.0;3
35700;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14042.0;7
35800;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14031.0;7
36100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14040.0;4
36200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14044.0;10
36500;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9980.0;3
36600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9981.0;3
37800;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9977.0;8
37900;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9984.0;8
37900;;;ASH_COATED_OSMIUM;XIRECS;9968.0;4
38400;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9982.0;3
38400;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14034.0;8
38500;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9983.0;3
38500;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14032.0;5
39100;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9981.0;6
39200;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9983.0;6
39900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9983.0;7
40000;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9984.0;7
41500;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9983.0;5
41600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9984.0;5
41700;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14045.0;5
41800;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9977.0;5
41900;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9984.0;5
42000;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14037.0;6
42800;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14049.0;5
43000;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14038.0;5
44700;;;INTARIAN_PEPPER_ROOT;XIRECS;14040.0;8
46500;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9974.0;9
46600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9980.0;9
48100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14052.0;7
49400;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9974.0;9
49500;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9980.0;9
50900;;;ASH_COATED_OSMIUM;XIRECS;9965.0;5
51400;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14045.0;4
52600;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14056.0;8
53200;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14057.0;5
53600;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14049.0;5
54600;;;ASH_COATED_OSMIUM;XIRECS;9967.0;6
57000;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14064.0;4
58400;;;ASH_COATED_OSMIUM;XIRECS;9969.0;3
59200;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14063.0;8
59300;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14067.0;8
59500;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9986.0;2
59600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9986.0;2
61700;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14068.0;6
61800;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14069.0;10
62000;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9986.0;6
62100;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9988.0;6
63700;;;ASH_COATED_OSMIUM;XIRECS;9971.0;2
64300;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14060.0;3
64900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9987.0;4
65000;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9988.0;4
65300;;;ASH_COATED_OSMIUM;XIRECS;9971.0;2
67600;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14071.0;4
68000;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9987.0;3
68100;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9988.0;3
70000;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14065.0;6
70400;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14074.0;5
71500;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14067.0;4
73100;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14068.0;7
73700;;;INTARIAN_PEPPER_ROOT;XIRECS;14066.0;4
76300;;;ASH_COATED_OSMIUM;XIRECS;9968.0;6
76500;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9983.0;8
76600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9984.0;8
76700;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14080.0;4
77200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14071.0;3
80200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14074.0;1
80300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9981.0;4
80400;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9977.0;4
82100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14086.0;8
83000;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14087.0;6
83700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9985.0;2
83800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9986.0;2
84100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14088.0;8
84200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14092.0;11
84400;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14088.0;5
84600;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14091.0;6
84700;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14092.0;10
84800;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14089.0;5
85500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14089.0;8
85500;;;ASH_COATED_OSMIUM;XIRECS;9970.0;7
85600;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14093.0;12
85700;;;ASH_COATED_OSMIUM;XIRECS;9975.0;3
85900;;;ASH_COATED_OSMIUM;XIRECS;9970.0;5
87400;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14081.0;3
87800;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9981.0;5
87900;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9987.0;5
87900;;;ASH_COATED_OSMIUM;XIRECS;9971.0;5
88300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9986.0;2
88400;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9987.0;2
89700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9981.0;9
89800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9987.0;9
90200;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9986.0;10
90300;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9987.0;10
90700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9986.0;2
90800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9988.0;2
90800;;;ASH_COATED_OSMIUM;XIRECS;9972.0;6
91700;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14087.0;8
92500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14099.0;7
92600;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14096.0;4
93000;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9981.0;8
93100;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9988.0;8
95100;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14090.0;8
95900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9988.0;3
96000;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9989.0;3
96900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9986.0;6
96900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9986.0;8
97000;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9986.0;10
97100;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9986.0;4
97200;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14101.0;7
97200;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14104.0;7
97400;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14093.0;5
97900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9979.0;6
98000;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9986.0;6
103500;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14099.0;8
103700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9980.0;9
103800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9987.0;9
105900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9986.0;5
106000;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9987.0;5
106300;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14110.0;7
107000;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14114.0;7
107200;;;ASH_COATED_OSMIUM;XIRECS;9971.0;3
108800;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14113.0;3
108900;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14116.0;9
109400;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14113.0;6
109800;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14114.0;3
109800;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14116.0;4
109900;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14117.0;8
110500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14114.0;8
110600;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14118.0;9
111300;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14115.0;7
111400;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14119.0;10
111600;;;ASH_COATED_OSMIUM;XIRECS;9970.0;5
114700;;;ASH_COATED_OSMIUM;XIRECS;9973.0;3
115100;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9984.0;9
115200;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9990.0;9
116100;;;ASH_COATED_OSMIUM;XIRECS;9973.0;8
117500;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14111.0;6
118100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14122.0;3
119100;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9984.0;10
119200;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9990.0;10
120100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14127.0;4
121500;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9983.0;5
121600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9989.0;5
122000;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9989.0;10
122100;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9990.0;10
122300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9989.0;5
122400;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9990.0;5
122400;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14129.0;7
122500;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14130.0;8
122900;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14118.0;8
124500;;;ASH_COATED_OSMIUM;XIRECS;9976.0;2
126400;;;ASH_COATED_OSMIUM;XIRECS;9978.0;6
126500;;;ASH_COATED_OSMIUM;XIRECS;9978.0;6
127800;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9993.0;2
127800;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14121.0;3
129500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14136.0;3
129600;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14125.0;6
129900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9989.0;9
130100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14134.0;5
130300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9994.0;2
130300;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14126.0;6
131000;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9994.0;9
131100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14138.0;4
131400;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9995.0;2
132300;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14126.0;3
132400;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9985.0;5
133000;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14137.0;7
133900;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9989.0;3
134400;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14141.0;4
135500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14139.0;7
135600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9988.0;4
137700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9991.0;3
138000;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14131.0;4
138100;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9991.0;10
138200;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9991.0;5
138700;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14142.0;3
139400;;;ASH_COATED_OSMIUM;XIRECS;9976.0;6
139400;;;ASH_COATED_OSMIUM;XIRECS;9976.0;5
140500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14144.0;6
140600;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14148.0;9
141900;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14135.0;4
142000;;;ASH_COATED_OSMIUM;XIRECS;9974.0;2
142200;;;ASH_COATED_OSMIUM;XIRECS;9974.0;6
142300;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14146.0;6
143100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14147.0;7
143200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14151.0;11
144300;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14148.0;6
146700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9989.0;6
146800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9990.0;6
147200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14142.0;8
148200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14142.0;7
149500;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9991.0;9
149900;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9991.0;9
153200;;;ASH_COATED_OSMIUM;XIRECS;9974.0;5
154300;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14158.0;6
154600;;;ASH_COATED_OSMIUM;XIRECS;9975.0;2
155100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14159.0;8
155300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9990.0;10
155300;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14159.0;3
155400;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14163.0;11
155500;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9990.0;10
155500;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9989.0;6
155600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9991.0;6
155700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9991.0;7
155700;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14159.0;4
155800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9985.0;5
155800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9976.0;2
155800;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14151.0;7
158200;;;ASH_COATED_OSMIUM;XIRECS;9971.0;5
164100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14168.0;5
164200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14159.0;7
165300;;;ASH_COATED_OSMIUM;XIRECS;9970.0;5
165500;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9979.0;4
165600;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9986.0;4
169400;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9982.0;8
169500;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9988.0;8
169900;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14165.0;3
170300;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14177.0;7
170500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14174.0;7
171500;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14167.0;7
172600;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14176.0;8
172700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9984.0;4
172800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9984.0;4
173100;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9978.0;2
173100;;;ASH_COATED_OSMIUM;XIRECS;9978.0;2
173200;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9985.0;2
174000;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14178.0;6
174100;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14182.0;9
175000;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14179.0;4
177700;;;ASH_COATED_OSMIUM;XIRECS;9971.0;10
177900;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14171.0;5
178200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14173.0;3
179100;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14183.0;8
181600;;;ASH_COATED_OSMIUM;XIRECS;9972.0;2
182700;;;ASH_COATED_OSMIUM;XIRECS;9973.0;5
184700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9983.0;4
184700;;;ASH_COATED_OSMIUM;XIRECS;9983.0;5
184800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9990.0;4
184800;;;ASH_COATED_OSMIUM;XIRECS;9974.0;4
185500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14189.0;5
185600;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14193.0;8
185900;;;ASH_COATED_OSMIUM;XIRECS;9972.0;10
186800;;;ASH_COATED_OSMIUM;XIRECS;9977.0;4
188200;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14183.0;3
189700;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14185.0;6
190400;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9984.0;3
190500;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9985.0;3
191800;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14185.0;4
192600;;;ASH_COATED_OSMIUM;XIRECS;9971.0;8
192900;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9986.0;10
193000;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9987.0;10
193300;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9981.0;5
193400;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9987.0;5
194900;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14190.0;2
194900;;;INTARIAN_PEPPER_ROOT;XIRECS;14190.0;4
195500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14199.0;6
196700;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14192.0;6
197300;;;ASH_COATED_OSMIUM;XIRECS;9971.0;9
198600;;;INTARIAN_PEPPER_ROOT;XIRECS;14191.0;5
199400;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14206.0;5
200100;;;ASH_COATED_OSMIUM;XIRECS;9969.0;6
200300;;;ASH_COATED_OSMIUM;XIRECS;9969.0;10
200400;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9984.0;2
200500;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9986.0;2
200600;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9985.0;2
200700;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9986.0;2
200700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9985.0;8
200800;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;9985.0;8
201300;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14197.0;5
201700;;;ASH_COATED_OSMIUM;XIRECS;9971.0;4
203500;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14207.0;4
204000;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14211.0;7
204600;SUBMISSION;;INTARIAN_PEPPER_ROOT;XIRECS;14198.0;5
205600;;;ASH_COATED_OSMIUM;XIRECS;9973.0;2
206000;;SUBMISSION;INTARIAN_PEPPER_ROOT;XIRECS;14210.0;6
206600;;;ASH_COATED_OSMIUM;XIRECS;9973.0;7
206700;;SUBMISSION;ASH_COATED_OSMIUM;XIRECS;9983.0;5
