day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;3600;INTARIAN_PEPPER_ROOT;13996;10;13993;22;;;14011;10;14015;22;;;14003.5;-200.625
2;3700;ASH_COATED_OSMIUM;9962;15;9960;24;;;9978;15;9980;24;;;9970.0;-611.375
2;3700;INTARIAN_PEPPER_ROOT;13996;8;13993;25;;;14011;8;14015;25;;;14003.5;-194.1875
2;3800;ASH_COATED_OSMIUM;9968;5;9962;13;9960.0;29.0;9978;13;9981;29;;;9973.0;-610.0625
2;3800;INTARIAN_PEPPER_ROOT;13996;10;13993;19;;;14011;10;14015;19;;;14003.5;-187.8125
2;3900;INTARIAN_PEPPER_ROOT;13996;9;13993;25;;;14011;9;14015;25;;;14003.5;-181.375
2;3900;ASH_COATED_OSMIUM;9963;13;9960;26;;;9979;13;9981;26;;;9971.0;-577.8125
2;4000;ASH_COATED_OSMIUM;9962;15;9960;30;;;9978;15;9980;30;;;9970.0;-636.8125
2;4000;INTARIAN_PEPPER_ROOT;13996;12;13993;23;;;14012;12;14015;23;;;14004.0;-175.0
2;4100;ASH_COATED_OSMIUM;9967;3;9962;14;9959.0;25.0;9978;14;9980;25;;;9972.5;-644.375
2;4100;INTARIAN_PEPPER_ROOT;13997;8;13993;25;;;14012;8;14015;25;;;14004.5;-168.625
2;4200;INTARIAN_PEPPER_ROOT;13997;10;13993;19;;;14012;10;14015;19;;;14004.5;-162.1875
2;4200;ASH_COATED_OSMIUM;9962;10;9959;26;;;9978;10;9980;26;;;9970.0;-648.0625
2;4300;INTARIAN_PEPPER_ROOT;13997;11;13993;25;;;14012;11;14015;25;;;14004.5;-155.8125
2;4300;ASH_COATED_OSMIUM;9962;12;9959;24;;;9977;12;9980;24;;;9969.5;-658.5625
2;4400;INTARIAN_PEPPER_ROOT;13997;10;13993;22;;;14012;10;14015;22;;;14004.5;-149.375
2;4400;ASH_COATED_OSMIUM;9961;10;9959;22;;;9977;10;9980;22;;;9969.0;-684.9375
2;4500;ASH_COATED_OSMIUM;9962;14;9959;26;;;9978;14;9980;26;;;9970.0;-651.25
2;4500;INTARIAN_PEPPER_ROOT;13997;11;13993;15;;;14012;11;14016;15;;;14004.5;-110.5
2;4600;ASH_COATED_OSMIUM;9962;15;9959;21;;;9977;15;9980;21;;;9969.5;-676.75
2;4600;INTARIAN_PEPPER_ROOT;13997;9;13994;22;;;14012;9;14016;22;;;14004.5;-186.0
2;4700;INTARIAN_PEPPER_ROOT;13997;12;13994;15;;;14012;12;14016;15;;;14004.5;-179.0
2;4700;ASH_COATED_OSMIUM;9962;14;9959;27;;;9978;14;9980;27;;;9970.0;-643.1875
2;4800;ASH_COATED_OSMIUM;9962;10;9959;28;;;9978;10;9980;28;;;9970.0;-669.0625
2;4800;INTARIAN_PEPPER_ROOT;13997;11;13994;21;;;14007;4;14012;11;14016.0;21.0;14002.0;-172.0
2;4900;ASH_COATED_OSMIUM;9961;15;9959;27;;;9977;15;9980;27;;;9969.0;-692.875
2;4900;INTARIAN_PEPPER_ROOT;13997;12;13994;16;;;14012;12;14016;16;;;14004.5;-165.0
2;5000;ASH_COATED_OSMIUM;9962;12;9959;29;;;9978;12;9980;29;;;9970.0;-647.5625
2;5000;INTARIAN_PEPPER_ROOT;13997;10;13994;23;;;14013;10;14016;23;;;14005.0;-158.0
2;5100;INTARIAN_PEPPER_ROOT;13998;11;13994;25;;;14013;11;14016;25;;;14005.5;-115.5
2;5100;ASH_COATED_OSMIUM;9962;11;9960;24;;;9978;11;9981;24;;;9970.0;-631.375
2;5200;ASH_COATED_OSMIUM;9962;15;9959;29;;;9978;15;9980;29;;;9970.0;-640.25
2;5200;INTARIAN_PEPPER_ROOT;13998;12;13994;19;;;14013;12;14016;19;;;14005.5;-108.0
2;5300;ASH_COATED_OSMIUM;9962;15;9960;21;;;9978;15;9980;21;;;9970.0;-634.4375
2;5300;INTARIAN_PEPPER_ROOT;13998;8;13994;21;;;14013;8;14016;21;;;14005.5;-100.5
2;5400;INTARIAN_PEPPER_ROOT;13998;8;13994;16;;;14013;8;14016;16;;;14005.5;-93.0
2;5400;ASH_COATED_OSMIUM;9963;14;9960;20;;;9979;14;9981;20;;;9971.0;-589.9375
2;5500;INTARIAN_PEPPER_ROOT;13998;10;13994;24;;;14013;10;14017;24;;;14005.5;-85.5
2;5500;ASH_COATED_OSMIUM;9962;13;9960;28;;;9978;13;9981;28;;;9970.0;-623.375
2;5600;INTARIAN_PEPPER_ROOT;13998;11;13995;19;;;14013;11;14017;19;;;14005.5;-78.0
2;5600;ASH_COATED_OSMIUM;9962;14;9959;21;;;9978;14;9980;21;;;9970.0;-671.5
2;5700;ASH_COATED_OSMIUM;9961;12;9959;29;;;9977;12;9980;29;;;9969.0;-678.6875
2;5700;INTARIAN_PEPPER_ROOT;13998;8;13995;19;;;14001;5;14013;8;14017.0;19.0;13999.5;-70.5
2;5800;INTARIAN_PEPPER_ROOT;13998;11;13995;22;;;14013;11;14017;22;;;14005.5;-39.0
2;5800;ASH_COATED_OSMIUM;9962;10;9959;28;;;9978;10;9980;28;;;9970.0;-672.8125
2;5900;INTARIAN_PEPPER_ROOT;13998;10;13995;23;;;14013;10;14017;23;;;14005.5;-31.0
2;5900;ASH_COATED_OSMIUM;9961;15;9959;29;;;9977;15;9980;29;;;9969.0;-698.375
2;6000;INTARIAN_PEPPER_ROOT;13998;11;13995;19;;;14014;11;14017;19;;;14006.0;-23.0
2;6000;ASH_COATED_OSMIUM;9961;15;9958;30;;;9977;15;9979;30;;;9969.0;-736.625
2;6100;ASH_COATED_OSMIUM;9961;11;9958;28;;;9977;11;9979;28;;;9969.0;-740.5625
2;6100;INTARIAN_PEPPER_ROOT;13999;9;13995;22;;;14014;9;14017;22;;;14006.5;-15.0
2;6200;INTARIAN_PEPPER_ROOT;13999;10;13995;15;;;14014;10;14017;15;;;14006.5;-7.0
2;6200;ASH_COATED_OSMIUM;9961;11;9958;20;;;9977;11;9979;20;;;9969.0;-725.5
2;6300;INTARIAN_PEPPER_ROOT;13999;11;13995;24;;;14014;11;14017;24;;;14006.5;1.0
2;6300;ASH_COATED_OSMIUM;9960;12;9958;22;;;9976;12;9979;22;;;9968.0;-762.875
2;6400;ASH_COATED_OSMIUM;9961;14;9958;23;;;9976;14;9979;23;;;9968.5;-754.3125
2;6400;INTARIAN_PEPPER_ROOT;13999;9;13995;22;;;14014;9;14017;22;;;14006.5;9.0
2;6500;ASH_COATED_OSMIUM;9960;13;9958;24;;;9976;13;9979;24;;;9968.0;-768.125
2;6500;INTARIAN_PEPPER_ROOT;13999;10;13995;22;;;14014;10;14018;22;;;14006.5;17.0
2;6600;ASH_COATED_OSMIUM;9961;15;9958;25;;;9977;15;9979;25;;;9969.0;-727.125
2;6600;INTARIAN_PEPPER_ROOT;13999;12;13996;23;;;14014;12;14018;23;;;14006.5;25.0
2;6700;INTARIAN_PEPPER_ROOT;13999;8;13996;22;;;14014;8;14018;22;;;14006.5;33.0
2;6700;ASH_COATED_OSMIUM;9961;13;9958;29;;;9977;13;9979;29;;;9969.0;-750.5625
2;6800;ASH_COATED_OSMIUM;9961;10;9958;30;;;9977;10;9979;30;;;9969.0;-741.3125
2;6800;INTARIAN_PEPPER_ROOT;13999;12;13996;16;;;14014;12;14018;16;;;14006.5;41.0
2;6900;ASH_COATED_OSMIUM;9966;5;9961;12;9958.0;22.0;9977;12;9979;22;;;9971.5;-751.625
2;6900;INTARIAN_PEPPER_ROOT;13999;9;13996;19;;;14014;9;14018;19;;;14006.5;49.0
2;7000;ASH_COATED_OSMIUM;9961;11;9958;22;;;9977;11;9979;22;;;9969.0;-726.75
2;7000;INTARIAN_PEPPER_ROOT;13999;9;13996;24;;;14015;9;14018;24;;;14007.0;57.0
2;7100;INTARIAN_PEPPER_ROOT;14000;12;13996;15;;;14015;12;14018;15;;;14007.5;65.0
2;7100;ASH_COATED_OSMIUM;9961;15;9958;25;;;9977;15;9979;25;;;9969.0;-724.9375
2;7200;ASH_COATED_OSMIUM;9966;2;9961;11;9958.0;20.0;9977;11;9979;20;;;9971.5;-735.875
2;7200;INTARIAN_PEPPER_ROOT;14000;9;13996;23;;;14015;9;14018;23;;;14007.5;73.0
2;7300;ASH_COATED_OSMIUM;9961;11;9959;21;;;9977;11;9980;21;;;9969.0;-706.375
2;7300;INTARIAN_PEPPER_ROOT;14000;9;13996;17;;;14015;9;14018;17;;;14007.5;81.0
2;7400;ASH_COATED_OSMIUM;9961;15;9959;26;;;9977;15;9979;26;;;9969.0;-717.5
2;7400;INTARIAN_PEPPER_ROOT;14000;10;13996;23;;;14015;10;14018;23;;;14007.5;89.0
2;7500;INTARIAN_PEPPER_ROOT;14000;9;13996;20;;;14015;9;14019;20;;;14007.5;97.0
2;7500;ASH_COATED_OSMIUM;9961;14;9958;21;;;9977;14;9979;21;;;9969.0;-727.375
2;7600;ASH_COATED_OSMIUM;9961;14;9959;30;;;9967;5;9977;14;9980.0;30.0;9964.0;-700.75
2;7600;INTARIAN_PEPPER_ROOT;14000;9;13997;19;;;14015;9;14019;19;;;14007.5;105.0
2;7700;ASH_COATED_OSMIUM;9961;10;9958;25;;;9977;10;9979;25;;;9969.0;-722.875
2;7700;INTARIAN_PEPPER_ROOT;14000;8;13997;20;;;14015;8;14019;20;;;14007.5;113.0
2;7800;ASH_COATED_OSMIUM;9961;11;9958;22;;;9977;11;9979;22;;;9969.0;-740.6875
2;7800;INTARIAN_PEPPER_ROOT;14000;12;13997;17;;;14015;12;14019;17;;;14007.5;121.0
2;7900;ASH_COATED_OSMIUM;9961;13;9958;23;;;9977;13;9979;23;;;9969.0;-746.8125
2;7900;INTARIAN_PEPPER_ROOT;14000;12;13997;23;;;14015;12;14019;23;;;14007.5;129.0
2;8000;INTARIAN_PEPPER_ROOT;14000;8;13997;24;;;14016;8;14019;24;;;14008.0;137.0
2;8000;ASH_COATED_OSMIUM;9961;15;9958;22;;;9977;15;9979;22;;;9969.0;-726.125
2;8100;ASH_COATED_OSMIUM;9961;10;9958;30;;;9977;10;9979;30;;;9969.0;-738.0625
2;8100;INTARIAN_PEPPER_ROOT;14001;9;13997;18;;;14016;9;14019;18;;;14008.5;145.0
2;8200;ASH_COATED_OSMIUM;9961;12;9959;24;;;9977;12;9980;24;;;9969.0;-678.4375
2;8200;INTARIAN_PEPPER_ROOT;14001;12;13997;19;;;14016;12;14019;19;;;14008.5;153.0
2;8300;ASH_COATED_OSMIUM;9962;15;9959;23;;;9978;15;9980;23;;;9970.0;-655.3125
2;8300;INTARIAN_PEPPER_ROOT;14001;8;13997;24;;;14016;8;14019;24;;;14008.5;161.0
2;8400;INTARIAN_PEPPER_ROOT;14001;9;13997;24;;;14016;9;14019;24;;;14008.5;169.0
2;8400;ASH_COATED_OSMIUM;9962;13;9960;23;;;9978;13;9981;23;;;9970.0;-613.8125
2;8500;ASH_COATED_OSMIUM;9962;14;9959;21;;;9978;14;9980;21;;;9970.0;-672.4375
2;8500;INTARIAN_PEPPER_ROOT;14001;10;13997;19;;;14016;10;14020;19;;;14008.5;177.0
2;8600;ASH_COATED_OSMIUM;9961;13;9959;24;;;9977;13;9980;24;;;9969.0;-677.4375
2;8600;INTARIAN_PEPPER_ROOT;14001;10;13998;22;;;14016;10;14020;22;;;14008.5;185.0
2;8700;INTARIAN_PEPPER_ROOT;14001;9;13998;17;;;14016;9;14020;17;;;14008.5;193.0
2;8700;ASH_COATED_OSMIUM;9961;11;9959;30;;;9977;11;9980;30;;;9969.0;-677.5625
2;8800;INTARIAN_PEPPER_ROOT;14001;10;13998;23;;;14016;10;14020;23;;;14008.5;201.0
2;8800;ASH_COATED_OSMIUM;9962;15;9959;22;;;9978;15;9980;22;;;9970.0;-649.375
2;8900;INTARIAN_PEPPER_ROOT;14001;8;13998;24;;;14016;8;14020;24;;;14008.5;209.0
2;8900;ASH_COATED_OSMIUM;9962;11;9960;27;;;9972;5;9978;11;9981.0;27.0;9967.0;-622.5625
2;9000;ASH_COATED_OSMIUM;9962;14;9960;20;;;9978;14;9981;20;;;9970.0;-609.6875
2;9000;INTARIAN_PEPPER_ROOT;14001;12;13998;22;;;14017;12;14020;22;;;14009.0;217.0
2;9100;ASH_COATED_OSMIUM;9968;4;9962;12;9960.0;25.0;9978;12;9981;25;;;9973.0;-610.25
2;9100;INTARIAN_PEPPER_ROOT;14002;12;13998;20;;;14017;12;14020;20;;;14009.5;225.0
2;9200;INTARIAN_PEPPER_ROOT;14002;12;13998;15;;;14017;12;14020;15;;;14009.5;233.0
2;9200;ASH_COATED_OSMIUM;9962;12;9960;21;;;9978;12;9981;21;;;9970.0;-611.8125
2;9300;ASH_COATED_OSMIUM;9962;12;9960;23;;;9978;12;9981;23;;;9970.0;-604.5
2;9300;INTARIAN_PEPPER_ROOT;14002;11;13998;23;;;14017;11;14020;23;;;14009.5;241.0
2;9400;ASH_COATED_OSMIUM;9962;10;9960;30;;;9968;10;9978;10;9981.0;30.0;9965.0;-600.625
2;9400;INTARIAN_PEPPER_ROOT;14002;11;13998;24;;;14017;11;14020;24;;;14009.5;249.0
2;9500;ASH_COATED_OSMIUM;9962;14;9960;27;;;9978;14;9981;27;;;9970.0;-612.125
2;9500;INTARIAN_PEPPER_ROOT;14002;11;13998;20;;;14017;11;14021;20;;;14009.5;257.0
2;9600;INTARIAN_PEPPER_ROOT;14002;12;13999;20;;;14017;12;14021;20;;;14009.5;265.0
2;9600;ASH_COATED_OSMIUM;9962;10;9960;30;;;9978;10;9981;30;;;9970.0;-624.125
2;9700;ASH_COATED_OSMIUM;9963;15;9960;26;;;9979;15;9981;26;;;9971.0;-588.0625
2;9700;INTARIAN_PEPPER_ROOT;14002;10;13999;23;;;14017;10;14021;23;;;14009.5;273.0
2;9800;ASH_COATED_OSMIUM;9963;13;9960;29;;;9979;13;9981;29;;;9971.0;-563.5
2;9800;INTARIAN_PEPPER_ROOT;14002;11;13999;16;;;14017;11;14021;16;;;14009.5;281.0
2;9900;INTARIAN_PEPPER_ROOT;14002;12;13999;17;;;14005;8;14017;12;14021.0;17.0;14003.5;289.0
2;9900;ASH_COATED_OSMIUM;9963;11;9960;29;;;9979;11;9981;29;;;9971.0;-557.4375
2;10000;INTARIAN_PEPPER_ROOT;14002;12;13999;18;;;14018;12;14021;18;;;14010.0;297.0
2;10000;ASH_COATED_OSMIUM;9963;13;9960;23;;;9979;13;9981;23;;;9971.0;-559.75
2;10100;INTARIAN_PEPPER_ROOT;14003;12;13999;15;;;14018;12;14021;15;;;14010.5;305.0
2;10100;ASH_COATED_OSMIUM;9963;10;9961;22;;;9979;10;9982;22;;;9971.0;-538.4375
2;10200;ASH_COATED_OSMIUM;9963;11;9961;23;;;9979;11;9982;23;;;9971.0;-528.125
2;10200;INTARIAN_PEPPER_ROOT;14003;10;13999;20;;;14018;10;14021;20;;;14010.5;313.0
2;10300;INTARIAN_PEPPER_ROOT;14003;9;13999;15;;;14018;9;14021;15;;;14010.5;321.0
2;10300;ASH_COATED_OSMIUM;9963;12;9961;21;;;9979;12;9982;21;;;9971.0;-533.6875
2;10400;INTARIAN_PEPPER_ROOT;14003;8;13999;23;;;14018;8;14021;23;;;14010.5;329.0
2;10400;ASH_COATED_OSMIUM;9963;12;9960;21;;;9979;12;9981;21;;;9971.0;-572.25
2;10500;INTARIAN_PEPPER_ROOT;14003;9;13999;19;;;14018;9;14022;19;;;14010.5;337.0
2;10500;ASH_COATED_OSMIUM;9963;11;9961;29;;;9979;11;9982;29;;;9971.0;-534.125
2;10600;ASH_COATED_OSMIUM;9963;11;9960;26;;;9979;11;9981;26;;;9971.0;-561.5
2;10600;INTARIAN_PEPPER_ROOT;14003;12;14000;16;;;14018;12;14022;16;;;14010.5;345.0
2;10700;INTARIAN_PEPPER_ROOT;14014;4;14003;12;14000.0;22.0;14018;12;14022;22;;;14016.0;353.0
2;10700;ASH_COATED_OSMIUM;9972;5;9963;13;9960.0;21.0;9979;13;9981;21;;;9975.5;-585.0625
2;10800;INTARIAN_PEPPER_ROOT;14003;9;14000;20;;;14018;9;14022;20;;;14010.5;373.75
2;10800;ASH_COATED_OSMIUM;9963;12;9960;23;;;9979;12;9981;23;;;9971.0;-572.25
2;10900;INTARIAN_PEPPER_ROOT;14003;9;14000;18;;;14018;9;14022;18;;;14010.5;381.375
2;10900;ASH_COATED_OSMIUM;9963;13;9960;30;;;9979;13;9981;30;;;9971.0;-627.5
2;11000;INTARIAN_PEPPER_ROOT;14003;9;14000;16;;;14019;9;14022;16;;;14011.0;389.0
2;11000;ASH_COATED_OSMIUM;9963;11;9960;24;;;9972;5;9979;11;9981.0;24.0;9967.5;-610.25
2;11100;ASH_COATED_OSMIUM;9963;14;9960;25;;;9979;14;9981;25;;;9971.0;-626.625
2;11100;INTARIAN_PEPPER_ROOT;14004;9;14000;22;;;14019;9;14022;22;;;14011.5;396.625
2;11200;INTARIAN_PEPPER_ROOT;14004;8;14000;24;;;14019;8;14022;24;;;14011.5;404.25
2;11200;ASH_COATED_OSMIUM;9963;10;9960;26;;;9979;10;9981;26;;;9971.0;-602.0
2;11300;INTARIAN_PEPPER_ROOT;14004;10;14000;18;;;14019;10;14022;18;;;14011.5;411.75
2;11300;ASH_COATED_OSMIUM;9963;12;9960;29;;;9979;12;9981;29;;;9971.0;-600.875
2;11400;INTARIAN_PEPPER_ROOT;14004;11;14000;18;;;14019;11;14022;18;;;14011.5;419.375
2;11400;ASH_COATED_OSMIUM;9963;15;9961;22;;;9979;15;9982;22;;;9971.0;-568.5
2;11500;ASH_COATED_OSMIUM;9963;15;9961;27;;;9979;15;9981;27;;;9971.0;-591.5625
2;11500;INTARIAN_PEPPER_ROOT;14004;8;14000;25;;;14019;8;14023;25;;;14011.5;427.0
2;11600;INTARIAN_PEPPER_ROOT;14004;12;14001;23;;;14019;12;14023;23;;;14011.5;434.625
2;11600;ASH_COATED_OSMIUM;9963;11;9961;30;;;9979;11;9982;30;;;9971.0;-561.0
2;11700;INTARIAN_PEPPER_ROOT;14004;10;14001;17;;;14019;10;14023;17;;;14011.5;442.25
2;11700;ASH_COATED_OSMIUM;9963;15;9961;22;;;9979;15;9981;22;;;9971.0;-587.875
2;11800;INTARIAN_PEPPER_ROOT;14004;8;14001;17;;;14019;8;14023;17;;;14011.5;449.75
2;11800;ASH_COATED_OSMIUM;9963;14;9961;25;;;9979;14;9981;25;;;9971.0;-591.75
2;11900;ASH_COATED_OSMIUM;9963;11;9961;20;;;9979;11;9982;20;;;9971.0;-564.75
2;11900;INTARIAN_PEPPER_ROOT;14004;10;14001;20;;;14019;10;14023;20;;;14011.5;457.375
2;12000;INTARIAN_PEPPER_ROOT;14004;10;14001;25;;;14020;10;14023;25;;;14012.0;465.0
2;12000;ASH_COATED_OSMIUM;9963;10;9961;22;;;9979;10;9982;22;;;9971.0;-577.8125
2;12100;INTARIAN_PEPPER_ROOT;14005;12;14001;24;;;14020;12;14023;24;;;14012.5;472.625
2;12100;ASH_COATED_OSMIUM;9963;14;9960;24;;;9979;14;9981;24;;;9971.0;-601.8125
2;12200;INTARIAN_PEPPER_ROOT;14005;10;14001;22;;;14020;10;14023;22;;;14012.5;480.25
